순번,침수 원인(FLUD_CAUSE),침수 지구 명(F_DSTRC_NM),침수 재해 명(F_DSSTR_NM),침수 원인 상세(F_CUE_DTL),행정구역 코드(ADM_CD),침수위(FLUD_WAL),Latitude,Longitude
37271,1,호탄1지구,2020년 08월 집중호우,국지성집중호우,충청북도 영동군 양산면 호탄리,123.3,36.1328522,127.6329943
37273,1,호탄1지구,2020년 08월 집중호우,국지성집중호우,충청북도 영동군 양산면 호탄리,123.3,36.1328522,127.6329943
37276,1,호탄2지구,2020년 08월 집중호우,국지성집중호우,충청북도 영동군 양산면 호탄리,121.8,36.1328522,127.6329943
37286,1,백지지구,국지성 집중호우,국지성 집중호우,충청북도 옥천군 이원면 백지리,97.5,36.2350956,127.6762147
37302,1,본평지구,장마철 집중호우,제방붕괴,충청북도 충주시 앙성면 본평리,132.9,37.1005067,127.7348144
37313,1,도신지구,2020.08.02 집중호우,내수침수,충청북도 음성군 생극면 도신리,87,37.0152556,127.6050052
37317,1,상평지구,2020.08.02 집중호우,내수침수,충청북도 음성군 감곡면 상평리,92.2,37.0646547,127.6400132
37326,1,용대지구,2020.08.02 집중호우,하천범람,충청북도 음성군 삼성면 용대리,87.1,37.0493936,127.5202593
37334,1,강제지구,2020년 8월 집중호우,집중호우에 의한 하천 범람,충청북도 제천시 강제동,246.3,37.1164317,128.2180472
37336,1,강제지구,2020년 8월 집중호우,집중호우에 의한 하천 범람,충청북도 제천시 강제동,246.3,37.1164317,128.2180472
37337,1,강제지구,2020년 8월 집중호우,집중호우에 의한 하천 범람,충청북도 제천시 강제동,247.3,37.1164317,128.2180472
37340,1,강제지구,2020년 8월 집중호우,집중호우에 의한 하천 범람,충청북도 제천시 강제동,233.1,37.1164317,128.2180472
37354,1,강제지구,2020년 8월 집중호우,집중호우에 의한 하천 범람,충청북도 제천시 강제동,243.3,37.1164317,128.2180472
37366,1,명지지구,2020년 8월 집중호우,집중호우에 의한 하천 범람,충청북도 제천시 명지동,244.8,37.1096895,128.1975034
37380,1,명지지구,2020년 8월 집중호우,집중호우에 의한 하천 범람,충청북도 제천시 명지동,263.2,37.1096895,128.1975034
37385,1,명지지구,2020년 8월 집중호우,집중호우에 의한 하천 범람,충청북도 제천시 명지동,266.1,37.1096895,128.1975034
37411,1,봉양읍 공전지구,2020년 8월 집중호우,집중호우에 의한 하천범람,충청북도 제천시 봉양읍 공전리,230.3,37.1135169,128.0711228
37419,1,봉양읍 공전지구,2020년 8월 집중호우,집중호우에 의한 하천범람,충청북도 제천시 봉양읍 공전리,186.1,37.1135169,128.0711228
37433,1,봉양읍 공전지구,2020년 8월 집중호우,집중호우에 의한 하천범람,충청북도 제천시 봉양읍 공전리,179.2,37.1135169,128.0711228
37440,1,봉양읍 공전지구,2020년 8월 집중호우,집중호우에 의한 하천범람,충청북도 제천시 봉양읍 공전리,203.5,37.1135169,128.0711228
37453,1,봉양읍 마곡지구,2020년 8월 집중호우,집중호우에 의한 하천 범람,충청북도 제천시 봉양읍 삼거리,239.7,37.0998168,128.152568
37456,1,봉양읍 마곡지구,2020년 8월 집중호우,집중호우에 의한 하천 범람,충청북도 제천시 봉양읍 삼거리,226.1,37.0998168,128.152568
37581,1,봉양읍 원박지구,2020년 8월 집중호우,집중호우에 의한 하천 범람,충청북도 제천시 봉양읍 원박리,279.7,37.1334392,128.0772171
37582,1,봉양읍 원박지구,2020년 8월 집중호우,집중호우에 의한 하천 범람,충청북도 제천시 봉양읍 원박리,279.7,37.1334392,128.0772171
37591,1,봉양읍 원박지구,2020년 8월 집중호우,집중호우에 의한 하천 범람,충청북도 제천시 봉양읍 원박리,261.2,37.1334392,128.0772171
37605,1,금성면 구룡지구,2020년 8월 집중호우,집중호우에 의한 하천 범람,충청북도 제천시 금성면 구룡리,158.3,37.0652856,128.1702244
37606,1,금성면 구룡지구,2020년 8월 집중호우,집중호우에 의한 하천 범람,충청북도 제천시 금성면 구룡리,155,37.0652856,128.1702244
37610,1,금성면 구룡지구,2020년 8월 집중호우,집중호우에 의한 하천 범람,충청북도 제천시 금성면 구룡리,148.5,37.0652856,128.1702244
37623,1,금성면 동막지구,2020년 8월 집중호우,집중호우에 의한 하천 범람,충청북도 제천시 금성면 동막리,228.7,37.0934758,128.2260868
37630,1,금성면 동막지구,2020년 8월 집중호우,집중호우에 의한 하천 범람,충청북도 제천시 금성면 동막리,177.8,37.0934758,128.2260868
37632,1,금성면 사곡지구,2020년 8월 집중호우,집중호우에 의한 하천범람,충청북도 제천시 금성면 사곡리,160.2,37.0712334,128.1442332
37645,1,금성면 양화지구,2020년 8월 집중호우,집중호우에 의한 하천 범람,충청북도 제천시 금성면 양화리,161.4,37.0756948,128.2048022
37647,1,금성면 양화지구,2020년 8월 집중호우,집중호우에 의한 하천 범람,충청북도 제천시 금성면 양화리,162.3,37.0756948,128.2048022
37651,1,금성면 양화지구,2020년 8월 집중호우,집중호우에 의한 하천 범람,충청북도 제천시 금성면 양화리,166.2,37.0756948,128.2048022
37658,1,금성면 양화지구,2020년 8월 집중호우,집중호우에 의한 하천 범람,충청북도 제천시 금성면 양화리,176.7,37.0756948,128.2048022
37660,1,금성면 양화지구,2020년 8월 집중호우,집중호우에 의한 하천 범람,충청북도 제천시 금성면 양화리,173.2,37.0756948,128.2048022
37666,1,금성면 양화지구,2020년 8월 집중호우,집중호우에 의한 하천 범람,충청북도 제천시 금성면 양화리,169.9,37.0756948,128.2048022
37668,1,금성면 양화지구,2020년 8월 집중호우,집중호우에 의한 하천 범람,충청북도 제천시 금성면 양화리,188.3,37.0756948,128.2048022
37670,1,봉양읍 월림지구,2020년 8월 집중호우,집중호우에 의한 하천 범람,충청북도 제천시 금성면 월림리,197,37.0835908,128.1776869
37689,1,봉양읍 월림지구,2020년 8월 집중호우,집중호우에 의한 하천 범람,충청북도 제천시 금성면 월림리,167.5,37.0835908,128.1776869
37690,1,봉양읍 월림지구,2020년 8월 집중호우,집중호우에 의한 하천 범람,충청북도 제천시 금성면 월림리,167.5,37.0835908,128.1776869
37692,1,봉양읍 월림지구,2020년 8월 집중호우,집중호우에 의한 하천 범람,충청북도 제천시 금성면 월림리,164.3,37.0835908,128.1776869
37693,1,봉양읍 월림지구,2020년 8월 집중호우,집중호우에 의한 하천 범람,충청북도 제천시 금성면 월림리,164.3,37.0835908,128.1776869
37701,1,금성면 위림지구,2020년 8월 집중호우,집중호우에 의한 하천 범람,충청북도 제천시 금성면 위림리,163.5,37.0812586,128.1655274
37706,1,금성면 위림지구,2020년 8월 집중호우,집중호우에 의한 하천 범람,충청북도 제천시 금성면 위림리,164.3,37.0812586,128.1655274
37716,1,금성면 위림지구,2020년 8월 집중호우,집중호우에 의한 하천 범람,충청북도 제천시 금성면 위림리,161.7,37.0812586,128.1655274
37719,1,금성면 적덕지구,2020년 8월 집중호우,집중호우에 의한 하천 범람,충청북도 제천시 금성면 적덕리,157.2,37.0637056,128.1589716
37723,1,금성면 적덕지구,2020년 8월 집중호우,집중호우에 의한 하천 범람,충청북도 제천시 금성면 적덕리,151.6,37.0637056,128.1589716
37731,1,금성면 진리지구,2020년 8월 집중호우,집중호우에 의한 하천 범람,충청북도 제천시 금성면 진리,161.5,37.0752552,128.162193
37732,1,금성면 진리지구,2020년 8월 집중호우,집중호우에 의한 하천 범람,충청북도 제천시 금성면 진리,160.7,37.0752552,128.162193
37734,1,백운면 모정지구,2020년 8월 집중호우,집중호우에 의한 하천 범람,충청북도 제천시 백운면 모정리,312.8,37.1303426,128.0410544
37760,1,백운면 모정지구,2020년 8월 집중호우,집중호우에 의한 하천 범람,충청북도 제천시 백운면 모정리,243.8,37.1303426,128.0410544
37764,1,백운면 모정지구,2020년 8월 집중호우,집중호우에 의한 하천 범람,충청북도 제천시 백운면 모정리,240.2,37.1303426,128.0410544
37767,1,백운면 모정지구,2020년 8월 집중호우,집중호우에 의한 하천 범람,충청북도 제천시 백운면 모정리,236.2,37.1303426,128.0410544
37772,1,백운면 모정지구,2020년 8월 집중호우,집중호우에 의한 하천 범람,충청북도 제천시 백운면 모정리,229.2,37.1303426,128.0410544
37776,1,백운면 모정지구,2020년 8월 집중호우,집중호우에 의한 하천 범람,충청북도 제천시 백운면 모정리,224.9,37.1303426,128.0410544
37780,1,백운면 모정지구,2020년 8월 집중호우,집중호우에 의한 하천 범람,충청북도 제천시 백운면 모정리,201.2,37.1303426,128.0410544
37784,1,백운면 모정지구,2020년 8월 집중호우,집중호우에 의한 하천 범람,충청북도 제천시 백운면 모정리,204.2,37.1303426,128.0410544
37788,1,백운면 애련지구,2020년 8월 집중호우,집중호우에 의한 하천 범람,충청북도 제천시 백운면 애련리,199.3,37.1074786,128.0561387
37792,1,백운면 애련지구,2020년 8월 집중호우,집중호우에 의한 하천 범람,충청북도 제천시 백운면 애련리,189,37.1074786,128.0561387
37817,1,백운면 원월2지구,2020년 8월 집중호우,집중호우에 의한 하천 범람,충청북도 제천시 백운면 원월리,265.8,37.1256137,128.0021198
37819,1,백운면 원월2지구,2020년 8월 집중호우,집중호우에 의한 하천 범람,충청북도 제천시 백운면 원월리,270.6,37.1256137,128.0021198
37834,1,송정지구,7.28.~8.11 호우,내수침수,경기도 광주시 송정동,38.6,37.4193908,127.2463922
38088,1,월천리지구,07.23~07.25 집중호우,집중호우로 인한 저지대침수,강원도 삼척시 원덕읍 월천리,5.2,37.1566517,129.3440299
38103,1,적노1지구,2020.09.03~09.07 태풍으로 인한 집중호우,저지대침수,강원도 삼척시 적노동,16.5,37.4147184,129.1770184
38406,1,미사지구,7.28~8.11. 호우,집중호우에 의한 내수침수,경기도 하남시 미사동,20.3,37.5711633,127.2083336
38422,1,미평지구,7.28~8.11호우,내수침수,경기도 용인시 처인구 원삼면 미평리,109.7,37.1865242,127.318975
38439,1,봉곡1지구,2020년 08월 집중호우,국지성 집중호우,충청북도 영동군 양산면 봉곡리,120.2,36.1351719,127.6853516
38440,1,봉곡1지구,2020년 08월 집중호우,국지성 집중호우,충청북도 영동군 양산면 봉곡리,120.2,36.1351719,127.6853516
38447,1,송호원당지구,20년 8월 집중호우,국지성집중호우,충청북도 영동군 양산면 송호리,120.7,36.1288543,127.6748078
38451,1,송호원당지구,20년 8월 집중호우,국지성집중호우,충청북도 영동군 양산면 송호리,120.7,36.1288543,127.6748078
38497,1,봉양읍 장평지구,2020년 8월 집중호우,집중호우에 의한 하천 범람,충청북도 제천시 봉양읍 장평리,217.8,37.1278175,128.1429292
38530,1,봉양읍 삼거지구,2020년 8월 집중호우,집중호우에 의한 하천범람,충청북도 제천시 봉양읍 삼거리,285.8,37.0998168,128.152568
38538,1,봉양읍 삼거지구,2020년 8월 집중호우,집중호우에 의한 하천범람,충청북도 제천시 봉양읍 삼거리,214.8,37.0998168,128.152568
38548,1,봉양읍 삼거지구,2020년 8월 집중호우,집중호우에 의한 하천범람,충청북도 제천시 봉양읍 삼거리,258.9,37.0998168,128.152568
38551,1,봉양읍 삼거지구,2020년 8월 집중호우,집중호우에 의한 하천범람,충청북도 제천시 봉양읍 삼거리,250.8,37.0998168,128.152568
38554,1,봉양읍 삼거지구,2020년 8월 집중호우,집중호우에 의한 하천범람,충청북도 제천시 봉양읍 삼거리,240.4,37.0998168,128.152568
38557,1,봉양읍 삼거지구,2020년 8월 집중호우,집중호우에 의한 하천범람,충청북도 제천시 봉양읍 삼거리,248.6,37.0998168,128.152568
38560,1,봉양읍 삼거지구,2020년 8월 집중호우,,충청북도 제천시 봉양읍 삼거리,242.5,37.0998168,128.152568
38564,1,봉양읍 삼거지구,2020년 8월 집중호우,집중호우에 의한 하천범람,충청북도 제천시 봉양읍 삼거리,239.9,37.0998168,128.152568
38565,1,봉양읍 삼거지구,2020년 8월 집중호우,집중호우에 의한 하천범람,충청북도 제천시 봉양읍 삼거리,236.3,37.0998168,128.152568
38575,1,봉양읍 삼거지구,2020년 8월 집중호우,집중호우에 의한 하천범람,충청북도 제천시 봉양읍 삼거리,226.6,37.0998168,128.152568
38578,1,봉양읍 삼거지구,2020년 8월 집중호우,집중호우에 의한 하천범람,충청북도 제천시 봉양읍 삼거리,234.8,37.0998168,128.152568
38581,1,토지면금내지구,섬진강범람,집중호우에 의한 섬진강수위상승으로 인한 범람,전라남도 구례군 토지면 금내리,27.3,35.1934688,127.515791
38582,1,토지면금내지구,섬진강범람,집중호우에 의한 섬진강수위상승으로 인한 범람,전라남도 구례군 토지면 금내리,27.3,35.1934688,127.515791
38592,1,신천1지구,태풍 장미,도로배수불량,경기도 시흥시 신천동,9.2,37.4387291,126.7810609
38725,1,상시2지구,2020년 집중호우,집중호우에 의한 하천범람,충청북도 단양군 매포읍 상시리,196,37.0566497,128.3085986
38851,1,금성면 대장지구,2020년 8월 집중호우,집중호우에 의한 하천 범람,충청북도 제천시 금성면 대장리,278.8,37.0703984,128.2283326
38891,1,장산지구,2020.7.28~8.11침수피해,,경기도 파주시 문산읍 장산리,9.2,37.9026921,126.7810874
38893,1,장산지구,2020.7.28~8.11침수피해,,경기도 파주시 문산읍 장산리,11,37.9026921,126.7810874
38894,1,장산지구,2020.7.28~8.11침수피해,,경기도 파주시 문산읍 장산리,11,37.9026921,126.7810874
38895,1,장산지구,2020.7.28~8.11침수피해,,경기도 파주시 문산읍 장산리,11,37.9026921,126.7810874
38904,1,마정지구,2020.7.28~8.11침수피해,,경기도 파주시 문산읍 장산리,11.5,37.9026921,126.7810874
38936,1,눌노지구,2020년 7월 28일 ~ 8월 11일 호우에 의한 침수피해,,경기도 파주시 파평면 눌노리,11.5,37.9294326,126.8556934
38958,1,정자지구,2020.7.28~8.11침수피해,,경기도 파주시 군내면 정자리,11,37.9168151,126.7558263
38991,1,율곡지구,2020.7.28~8.11침수피해,,경기도 파주시 파평면 율곡리,12.8,37.8874885,126.8178993
38998,1,율곡지구,2020.7.28~8.11침수피해,,경기도 파주시 파평면 율곡리,12.8,37.8874885,126.8178993
39009,1,용산지구,2020.7.28~8.11침수피해,,경기도 파주시 진동면 하포리,14.9,37.9274334,126.8155164
39039,1,신월지구,2020년 8월 집중호우,하천범람,충청북도 진천군 이월면 신월리,61.3,36.9194781,127.4659361
39070,1,봉양읍 연박지구,2020년 8월 집중호우,집중호우에 의한 하천범람,충청북도 제천시 봉양읍 연박리,205.1,37.1316747,128.1045159
39071,1,봉양읍 연박지구,2020년 8월 집중호우,집중호우에 의한 하천범람,충청북도 제천시 봉양읍 연박리,198.5,37.1316747,128.1045159
39077,1,봉양읍 연박지구,2020년 8월 집중호우,집중호우에 의한 하천범람,충청북도 제천시 봉양읍 연박리,255.6,37.1316747,128.1045159
39089,1,봉양읍 구곡지구,2020년 8월 집중호우,집중호우에 의한 하천 범람,충청북도 제천시 봉양읍 구곡리,240.6,37.0898712,128.0986004
39094,1,봉양읍 구곡지구,2020년 8월 집중호우,집중호우에 의한 하천 범람,충청북도 제천시 봉양읍 구곡리,198,37.0898712,128.0986004
39104,1,봉양읍 구곡지구,2020년 8월 집중호우,집중호우에 의한 하천 범람,충청북도 제천시 봉양읍 구곡리,214.9,37.0898712,128.0986004
39106,1,봉양읍 구곡지구,2020년 8월 집중호우,집중호우에 의한 하천 범람,충청북도 제천시 봉양읍 구곡리,220.4,37.0898712,128.0986004
39119,1,봉양읍 구곡지구,2020년 8월 집중호우,집중호우에 의한 하천 범람,충청북도 제천시 봉양읍 구곡리,238.5,37.0898712,128.0986004
39122,1,봉양읍 구곡지구,2020년 8월 집중호우,집중호우에 의한 하천 범람,충청북도 제천시 봉양읍 구곡리,180.7,37.0898712,128.0986004
39123,1,금성면 포전지구,2020년 8월 집중호우,집중호우에 의한 하천 범람,충청북도 제천시 금성면 포전리,158.8,37.0543212,128.209322
39139,1,산곡지구,2020년 8월 집중호우,집중호우에 의한 하천 범람,충청북도 제천시 산곡동,246.2,37.0989999,128.1945931
39160,1,산곡지구,2020년 8월 집중호우,집중호우에 의한 하천 범람,충청북도 제천시 산곡동,251.9,37.0989999,128.1945931
39166,1,산곡지구,2020년 8월 집중호우,집중호우에 의한 하천 범람,충청북도 제천시 산곡동,276.1,37.0989999,128.1945931
39170,1,산곡지구,2020년 8월 집중호우,집중호우에 의한 하천 범람,충청북도 제천시 산곡동,264.5,37.0989999,128.1945931
39176,1,산곡지구,2020년 8월 집중호우,집중호우에 의한 하천 범람,충청북도 제천시 산곡동,274.1,37.0989999,128.1945931
39367,1,동파지구,2020.7.28~8.11침수피해,,경기도 파주시 진동면 동파리,12.1,37.9035956,126.8033742
39372,1,동파지구,2020.7.28~8.11침수피해,,경기도 파주시 진동면 동파리,12.1,37.9035956,126.8033742
39387,1,하포지구,2020.7.28~8.11침수피해,,경기도 파주시 진동면 하포리,14.9,37.9274334,126.8155164
39392,1,하포지구,2020.7.28~8.11침수피해,,경기도 파주시 진동면 하포리,14.9,37.9274334,126.8155164
39396,1,신천죽성지구3,2020.7.23. ~ 7.25. 집중호우,신천죽성지구3,부산광역시 기장군 기장읍 신천리,5.3,35.2418146,129.2286943
33601,1,이방면 거남리지구2,20.7.28. ~ 8.11. 집중호우,합천창녕보 상류 200지점 제방유실에 의한 침수,경상남도 창녕군 이방면,14.5,35.5771543,128.3879685
33608,1,이방면 거남리지구2,20.7.28. ~ 8.11. 집중호우,합천창녕보 상류 200지점 제방유실에 의한 침수,경상남도 창녕군 이방면,14.5,35.5771543,128.3879685
33621,1,이방면 거남리지구2,20.7.28. ~ 8.11. 집중호우,합천창녕보 상류 200지점 제방유실에 의한 침수,경상남도 창녕군 이방면,14.5,35.5771543,128.3879685
33626,1,이방면 거남리지구2,20.7.28. ~ 8.11. 집중호우,합천창녕보 상류 200지점 제방유실에 의한 침수,경상남도 창녕군 이방면,14.5,35.5771543,128.3879685
33638,1,이방면 거남리지구2,20.7.28. ~ 8.11. 집중호우,합천창녕보 상류 200지점 제방유실에 의한 침수,경상남도 창녕군 이방면,14.5,35.5771543,128.3879685
33646,1,이방면 거남리지구2,20.7.28. ~ 8.11. 집중호우,합천창녕보 상류 200지점 제방유실에 의한 침수,경상남도 창녕군 이방면,14.5,35.5771543,128.3879685
33674,1,이방면 거남리지구1,20.7.28. ~ 8.11. 집중호우,합천창녕보 상류 200지점 제방유실에 의한 침수,경상남도 창녕군 이방면,17.5,35.5771543,128.3879685
33678,1,이방면 거남리지구1,20.7.28. ~ 8.11. 집중호우,합천창녕보 상류 200지점 제방유실에 의한 침수,경상남도 창녕군 이방면,17.5,35.5771543,128.3879685
33700,1,이방면 거남리지구1,20.7.28. ~ 8.11. 집중호우,합천창녕보 상류 200지점 제방유실에 의한 침수,경상남도 창녕군 이방면,17.5,35.5771543,128.3879685
33702,1,장마면 강리지구,20.7.28. ~ 8.11. 집중호우,우수량의 급증으로인한 배수불량 내수침수,경상남도 창녕군 장마면,12.6,35.4581578,128.4729429
33714,1,장마면 강리지구,20.7.28. ~ 8.11. 집중호우,우수량의 급증으로인한 배수불량 내수침수,경상남도 창녕군 장마면,12.6,35.4581578,128.4729429
33716,1,장마면 강리지구,20.7.28. ~ 8.11. 집중호우,우수량의 급증으로인한 배수불량 내수침수,경상남도 창녕군 장마면,12.6,35.4581578,128.4729429
33723,1,장마면 대봉리지구,20.7.28. ~ 8.11. 집중호우,우수량의 급증으로인한 배수불량 내수침수,경상남도 창녕군 장마면,11.6,35.4581578,128.4729429
33738,1,장마면 대봉리지구,20.7.28. ~ 8.11. 집중호우,우수량의 급증으로인한 배수불량 내수침수,경상남도 창녕군 장마면,11.6,35.4581578,128.4729429
33741,1,장마면 대봉리지구,20.7.28. ~ 8.11. 집중호우,우수량의 급증으로인한 배수불량 내수침수,경상남도 창녕군 장마면,11.6,35.4581578,128.4729429
33753,1,장마면 대봉리지구,20.7.28. ~ 8.11. 집중호우,우수량의 급증으로인한 배수불량 내수침수,경상남도 창녕군 장마면,11.6,35.4581578,128.4729429
33761,1,장마면 대봉리지구,20.7.28. ~ 8.11. 집중호우,우수량의 급증으로인한 배수불량 내수침수,경상남도 창녕군 장마면,11.6,35.4581578,128.4729429
33771,1,대지면 창산리지구,20.7.28. ~ 8.11. 집중호우,우수량의 급증으로인한 배수불량 내수침수,경상남도 창녕군 대지면,14.2,35.5555533,128.4678668
33777,1,대지면 창산리지구,20.7.28. ~ 8.11. 집중호우,우수량의 급증으로인한 배수불량 내수침수,경상남도 창녕군 대지면,14.2,35.5555533,128.4678668
33780,1,대지면 효정리지구1,20.7.28. ~ 8.11. 집중호우,우수량의 급증으로인한 배수불량 내수침수,경상남도 창녕군 대지면,17.4,35.5555533,128.4678668
33803,1,대지면 효정리지구2,20.7.28. ~ 8.11. 집중호우,우수량의 급증으로인한 배수불량 내수침수,경상남도 창녕군 대지면,16.1,35.5555533,128.4678668
33833,1,대지면 용소리지구,20.7.28. ~ 8.11. 집중호우,우수량의 급증으로인한 배수불량 내수침수,경상남도 창녕군 대지면,9.7,35.5555533,128.4678668
33856,1,대지면 용소리지구,20.7.28. ~ 8.11. 집중호우,우수량의 급증으로인한 배수불량 내수침수,경상남도 창녕군 유어면,9.7,35.5080413,128.4111274
33862,1,대합면 내울리지구,20.7.28. ~ 8.11. 집중호우,우수량의 급증으로인한 배수불량 내수침수,경상남도 창녕군 대합면,12.5,35.6135942,128.4719796
33869,1,대합면 내울리지구,20.7.28. ~ 8.11. 집중호우,우수량의 급증으로인한 배수불량 내수침수,경상남도 창녕군 대합면,12.5,35.6135942,128.4719796
33878,1,대합면 내울리지구,20.7.28. ~ 8.11. 집중호우,우수량의 급증으로인한 배수불량 내수침수,경상남도 창녕군 대합면,12.5,35.6135942,128.4719796
33896,1,대합면 내울리지구,20.7.28. ~ 8.11. 집중호우,우수량의 급증으로인한 배수불량 내수침수,경상남도 창녕군 대합면,12.5,35.6135942,128.4719796
33917,1,대합면 내울리지구,20.7.28. ~ 8.11. 집중호우,우수량의 급증으로인한 배수불량 내수침수,경상남도 창녕군 대합면,12.5,35.6135942,128.4719796
33920,1,대합면 내울리지구,20.7.28. ~ 8.11. 집중호우,우수량의 급증으로인한 배수불량 내수침수,경상남도 창녕군 대합면,12.5,35.6135942,128.4719796
33922,1,대합면 내울리지구,20.7.28. ~ 8.11. 집중호우,우수량의 급증으로인한 배수불량 내수침수,경상남도 창녕군 대합면,12.5,35.6135942,128.4719796
33924,1,대합면 내울리지구,20.7.28. ~ 8.11. 집중호우,우수량의 급증으로인한 배수불량 내수침수,경상남도 창녕군 대합면,12.5,35.6135942,128.4719796
33935,1,대지면 본초리지구1,20.7.28. ~ 8.11. 집중호우,우수량의 급증으로인한 배수불량 내수침수,경상남도 창녕군 대지면,9.2,35.5555533,128.4678668
33947,1,대지면 본초리지구3,20.7.28. ~ 8.11. 집중호우,우수량의 급증으로인한 배수불량 내수침수,경상남도 창녕군 대지면,10.1,35.5555533,128.4678668
33950,1,대지면 본초리지구3,20.7.28. ~ 8.11. 집중호우,우수량의 급증으로인한 배수불량 내수침수,경상남도 창녕군 대지면,10.1,35.5555533,128.4678668
33953,1,유어면 선소리지구2,20.7.28. ~ 8.11. 집중호우,우수량의 급증으로인한 배수불량 내수침수,경상남도 창녕군 유어면,10.8,35.5080413,128.4111274
33959,1,유어면 선소리지구1,20.7.28. ~ 8.11. 집중호우,우수량의 급증으로인한 배수불량 내수침수,경상남도 창녕군 유어면,9.3,35.5080413,128.4111274
33983,1,유어면 진창리지구,20.7.28. ~ 8.11. 집중호우,우수량의 급증으로인한 배수불량 내수침수,경상남도 창녕군 유어면,11,35.5080413,128.4111274
33990,1,유어면 진창리지구,20.7.28. ~ 8.11. 집중호우,우수량의 급증으로인한 배수불량 내수침수,경상남도 창녕군 유어면,11,35.5080413,128.4111274
34008,1,유어면 진창리지구,20.7.28. ~ 8.11. 집중호우,우수량의 급증으로인한 배수불량 내수침수,경상남도 창녕군 유어면,11,35.5080413,128.4111274
34021,1,이방면 현창리지구,20.7.28. ~ 8.11. 집중호우,우수량의 급증으로인한 배수불량 내수침수,경상남도 창녕군 이방면,14.6,35.5771543,128.3879685
34022,1,이방면 현창리지구,20.7.28. ~ 8.11. 집중호우,우수량의 급증으로인한 배수불량 내수침수,경상남도 창녕군 이방면,14.6,35.5771543,128.3879685
34039,1,이방면 현창리지구,20.7.28. ~ 8.11. 집중호우,우수량의 급증으로인한 배수불량 내수침수,경상남도 창녕군 이방면,14.6,35.5771543,128.3879685
34043,1,이방면 현창리지구,20.7.28. ~ 8.11. 집중호우,우수량의 급증으로인한 배수불량 내수침수,경상남도 창녕군 이방면,14.6,35.5771543,128.3879685
34045,1,이방면 현창리지구,20.7.28. ~ 8.11. 집중호우,우수량의 급증으로인한 배수불량 내수침수,경상남도 창녕군 이방면,14.6,35.5771543,128.3879685
34051,1,이방면 현창리지구,20.7.28. ~ 8.11. 집중호우,우수량의 급증으로인한 배수불량 내수침수,경상남도 창녕군 이방면,14.6,35.5771543,128.3879685
34058,1,이방면 현창리지구,20.7.28. ~ 8.11. 집중호우,우수량의 급증으로인한 배수불량 내수침수,경상남도 창녕군 이방면,14.6,35.5771543,128.3879685
34062,1,내동면 가호2지구,집중호우,남강댐 방류에 따른 하천 범람,경상남도 진주시 내동면,18.7,35.1654382,128.0674724
34065,1,내동면 정동1지구,집중호우,남강댐 방류에 따른 하천 범람,경상남도 진주시 내동면,35.6,35.1654382,128.0674724
34067,1,내동면 가호1지구,집중호우,남강댐 방류에 따른 하천 범람,경상남도 진주시 내동면,16.3,35.1654382,128.0674724
34090,1,내동면 양옥지구,집중호우,남강댐 방류에 따른 하천 범람,경상남도 진주시 내동면,39,35.1654382,128.0674724
34093,1,내동면 양옥지구,집중호우,남강댐 방류에 따른 하천 범람,경상남도 진주시 내동면,39,35.1654382,128.0674724
34097,1,내동면 삼계지구,집중호우,남강댐 방류에 따른 하천 범람,경상남도 진주시 내동면,39.8,35.1654382,128.0674724
34103,1,좌천1지구,20년07월 장마철 집중호우,"집중호우, 배수불량",부산광역시 동구 좌천동,2.1,35.1319858,129.052792
34105,1,초량2지구,20년07월 장마철 집중호우,"집중호우, 배수불량",부산광역시 동구 초량동,4.2,35.119465,129.0354557
34110,1,해운대구 반송동 385-,7월 장마철 집중호우,저지대 및 배수불량,부산광역시 해운대구 반송동,37.3,35.226202,129.1513589
34245,1,금지지구,집중호우,하천범람(제방붕괴) 및 내수침수,전라북도 남원시 금지면 귀석리,57.4,35.3110864,127.3026247
34246,1,송동지구1,집중호우,하천범람(제방붕괴) 및 내수침수,전라북도 남원시 송동면 세전리,56,35.3181293,127.3192432
34247,1,송동지구2,집중호우,하천범람(제방붕괴) 및 내수침수,전라북도 남원시 송동면 세전리,56,35.3181293,127.3192432
34251,1,대곡지구,집중호우,하천범람,세종특별자치시 소정면 대곡리,63.6,36.7192294,127.1763442
34562,1,오정동1지구,2020집중호우,하수구역류,대전광역시 대덕구 오정동,42.2,36.3531066,127.4131202
34573,1,판암 1지구,2020 집중호우,집중호우 및 저지대침수,대전광역시 동구 판암동,74.3,36.3145058,127.4643724
34575,1,유천지구,20200730집중호우,하수구역류,대전광역시 중구 유천동,50.5,36.3169028,127.3966336
34581,1,대동지구,2020 집중호우,집중호우로 인한 배수구 역류,대전광역시 유성구 대동,27.8,36.4809022,127.3950952
34583,1,성북1지구,2020 집중호우,집중후우로 인한 배수구 역류,대전광역시 유성구 성북동,114.4,36.3124213,127.2886743
34596,1,미곡지구,2020.7.28~8.11 호우,집중호우에 의한 배수불량,전라남도 화순군 도곡면 미곡리,29.7,35.0180955,126.9282472
34606,1,문현1지구,7월10일 집중호우,하천범람 및 배수불량,부산광역시 남구 문현동,2.5,35.1442273,129.0731356
34607,1,문현1지구,7월10일 집중호우,하천범람 및 배수불량,부산광역시 남구 문현동,2.2,35.1442273,129.0731356
